outcome,payment_account_prefix_same_as_address_prefix,payment_account_infrequent_account,payment_account_rare_account,bids_per_auction_per_ip_entropy_median,bids_per_auction_per_ip_entropy_mean,ips_per_bidder_per_auction_median,ips_per_bidder_per_auction_mean,only_one_user,ip_only_one_user_counts,on_ip_that_has_a_bot,on_ip_that_has_a_bot_mean,ip_entropy,dt_change_ip_median,dt_same_ip_median,num_first_bid,short,t_until_end_median,t_since_start_median,max_bids_in_hour72,sleep,dt_others_median,f_dt_others_lt_cutoff,dt_self_median,dt_self_min,monday,tuesday,wednesday,balance,bids_per_auction_median,bids_per_auction_mean,n_bids,n_urls,n_bids_url,f_urls,vasstdc27m7nks3,url_entropy,countries_per_bidder_per_auction_median,countries_per_bidder_per_auction_mean,countries_per_bidder_per_auction_max
,1,0,0,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,1.27E+13,8.11E+11,1,1,4263157894,0,,,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
,0,0,1,0,31.73514679,1,7.405405405,0.221662469,0.221662469,1,0.383763838,1447.431951,59105263156,3578947368,0,0.03236246,1.13E+13,6.44E+13,10,0,52631580,0.800664452,56210526316,157894736,102,96,111,-0.548589054,1,8.351351351,309,130,309,0.420711974,0.236245955,1139.753513,1,1.837837838,32
,0,0,1,0,0.783472043,1,2.053475936,0.188118812,0.188118812,1,0.28115016,2016.897027,35631578948,5947368422,2,0.331707317,7.55E+12,9.14E+12,22,0,2000000000,0.131313131,28026315789,0,153,114,143,-3.063030328,1,2.192513369,410,255,410,0.62195122,0.180487805,1743.223381,1,1.026737968,3
,0,0,1,0,2.514254567,2,2.993055556,0.223706177,0.223706177,1,0.174358974,2341.930989,32210526316,4684210527,0,0.230107527,1.34E+13,9.12E+12,29,0,1368421052,0.13876652,27473684210,52631578,121,166,178,-6.02511071,2,3.229166667,465,201,465,0.432258065,0.238709677,1823.592878,1,1.013888889,2
,0,1,0,0,0,1,1.142857143,0.272727273,0.272727273,1,0.25,8.525161361,1.91E+12,-1,0,0,6.92E+13,6.12E+12,2,1,578947367,0,1.91E+12,8.68E+11,3,2,3,0,1,1.142857143,8,5,8,0.625,0.125,6.733401892,1,1,1
,0,0,0,0,0,1,1,0,0,1,1,0,3.23E+12,-1,0,1,2.86E+12,1.08E+13,1,1,315789473,0.5,3.23E+12,3.23E+12,0,0,2,-0.693147181,1,1,2,1,2,0.5,1,0,1,1,1
,0,0,0,0,0.985958094,1.5,2.361111111,0.177570093,0.177570093,1,0.234567901,303.9937096,2.00E+11,2684210528,1,0.147727273,7.39E+12,6.57E+13,6,0,2605263158,0.058139535,1.43E+11,684210528,29,24,35,-1.005629686,2,2.444444444,88,37,88,0.420454545,0.306818182,223.9795378,1,1,1
,0,0,0,0,0,1,1,0,0,0,0,0,-1,1.40E+11,0,1,6.83E+11,9.84E+12,1,1,10236842106,0,1.40E+11,1.40E+11,0,0,2,-0.693147181,1,1,2,2,2,1,0,0,1,1,1
,0,0,0,0,0,1,1,0.333333333,0.333333333,1,0.5,0,-1,-1,0,0.5,3.45E+13,6.74E+11,1,1,210526316,0.5,,,1,1,0,0,1,1,2,2,2,1,0,0,1,1,1
,0,0,1,0,1.449286226,2,2.223880597,0.057591623,0.057591623,1,0.764705882,658.1103656,51894736842,3368421053,1,1,5.80E+12,5.36E+12,15,0,5894736842,0.011976048,39789473684,52631578,62,63,55,-0.31842325,2,2.686567164,180,74,180,0.411111111,0.2,588.5370215,1,1,1
,0,1,0,,,,,,,0,0,,-1,-1,0,,,,,0,,,,,0,0,0,0,,,,,,,0,,,,
,0,0,1,0,6.316225217,1,3.548717949,0.120300752,0.120300752,1,0.535433071,4250.567333,11000000000,2342105264,4,1,5.14E+12,6.94E+12,22,0,2526315788,0.090234858,10894736842,0,228,296,295,-5.726678036,1,4.2,819,428,819,0.522588523,0.145299145,3551.286252,1,1.128205128,6
,0,0,0,0,0,1,1,0,0,1,1,0.693147181,1.30E+12,72157894736,0,0,6.84E+13,8.94E+12,1,1,52631580,0.666666667,6.86E+11,72157894736,0,2,1,-0.693147181,1.5,1.5,3,2,3,0.666666667,0.666666667,0.693147181,1,1,1
,0,0,0,0,15.1501257,1,5.142857143,0.175182482,0.175182482,1,0.377358491,418.3645112,1.51E+11,2263157896,0,0.061946903,6.53E+13,9.81E+12,5,0,52631578,0.761061947,1.35E+11,368421052,42,30,41,-1.197319846,1,5.380952381,113,7,113,0.061946903,0.353982301,123.7977247,1,1.523809524,12
,1,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,0,6.99E+13,7.27E+12,1,1,1.05E+11,0,,,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
,0,0,1,0,0,1,1,0.333333333,0.333333333,0,0,0,-1,-1,0,0,3.72E+13,3.74E+13,1,1,157894737,0.5,,,1,0,1,0,1,1,2,2,2,1,0.5,0,1,1,1
,0,0,1,0,0,1,1,0,0,1,1,0.693147181,6.69E+12,-1,0,1,9.01E+12,1.85E+12,1,1,1000000000,0,6.69E+12,6.69E+12,2,1,0,-0.693147181,1,1,3,1,3,0.333333333,0,0,1,1,1
,0,0,0,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,53315789474,6.37E+12,1,1,5473684212,0,,,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1
,0,0,1,0,2.366118538,1,2.113207547,0.241830065,0.241830065,1,0.346153846,428.2963635,88921052632,2578947370,1,1,6.14E+12,6.41E+12,8,0,578947368,0.385964912,76368421054,157894736,40,44,32,-0.964151184,1,2.188679245,116,27,116,0.232758621,0.155172414,186.2288619,1,1.245283019,14
,0,0,0,0,1.843661708,2,3,0.285714286,0.285714286,1,0.357142857,25.19122118,59368421054,-1,0,0.8,2.00E+11,3.61E+11,2,1,421052632,0.333333333,59368421054,3421052632,10,2,3,-3.226843995,2,3,15,6,15,0.4,0.666666667,12.3893937,1,1,1
,1,0,0,0,0,2,2,0,0,1,1,0,9.67E+11,-1,0,1,2.00E+12,1.16E+13,1,1,2815789474,0,9.67E+11,9.67E+11,0,0,2,-0.693147181,2,2,2,1,2,0.5,1,0,1,1,1
,0,0,0,0,0.105397616,1,1.352941176,0.394736842,0.394736842,1,0.19047619,48.47118135,3.08E+11,21842105264,0,1,9.83E+11,4.65E+12,2,1,10947368420,0,2.94E+11,11368421052,9,5,9,-0.656779536,1,1.352941176,23,22,23,0.956521739,0.086956522,48.47118135,1,1,1
,0,0,0,0,22.99921011,1,5.282051282,0.189189189,0.189189189,1,0.407124682,2441.442024,35894736844,3263157894,0,0.052083333,1.11E+13,6.39E+13,20,0,52631580,0.717573222,32842105264,105263156,160,163,157,-0.056077851,1,6.153846154,480,257,480,0.535416667,0.339583333,1784.824153,1,1.256410256,18
,0,0,0,0,16.49601278,2,6.039622642,0.298984035,0.298984035,1,0.198073218,27034.83045,2052631578,1394736843,27,1,5.18E+12,5.59E+12,169,0,1789473684,0.182042834,2000000000,0,1289,1253,1322,-0.924799629,2,7.290566038,3864,1904,3864,0.492753623,0.116718427,22985.82003,1,1.150943396,17
,1,0,0,0,4.188134181,1,3.125,0.161290323,0.161290323,1,0.28,58.00360522,6.34E+11,7526315790,0,0.115384615,3.78E+13,9.59E+12,3,0,78947369,0.615384615,5.97E+11,7526315790,4,13,9,-2.323787301,1,3.25,26,9,26,0.346153846,0.269230769,42.20604547,1,1.625,6
,1,0,0,0,0.288913985,1,1.727272727,0.166666667,0.166666667,1,0.833333333,39.33988419,5.92E+11,52631580,0,0.55,5.10E+12,9.01E+12,3,0,2394736842,0,4.93E+11,52631580,2,9,9,-2.667228207,2,1.818181818,20,1,20,0.05,1,0,1,1,1
,0,0,0,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,0,7.15E+13,5.84E+12,1,1,0,1,,,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
,1,0,0,0,0,1,1,0,0,1,1,0,1.19E+13,-1,0,1,6.48E+12,6.87E+12,1,1,11710526316,0,1.19E+13,1.19E+13,1,0,1,0,1,1,2,1,2,0.5,1,0,1,1,1
,0,0,0,0,1.599835786,1,2.253012048,0.264285714,0.264285714,1,0.331210191,872.4159717,28894736844,2000000000,0,1,4.51E+12,6.62E+12,16,0,368421053,0.362745098,24210526316,105263158,60,60,86,-3.139757028,1,2.481927711,206,37,206,0.17961165,0.611650485,348.6285895,1,1.048192771,3
,0,0,1,0.693147181,39.14649203,2,9.405594406,0.156595941,0.156595941,1,0.31372549,21194.69066,4157894736,3105263160,8,0.152857533,1.12E+13,1.15E+13,153,0,1000000000,0.155561829,4105263156,0,1339,936,1382,-51.87777303,3,12.78671329,3657,797,3657,0.217938201,0.453103637,14068.44105,1,1.143356643,8
,0,0,1,0,12.54936144,1,5.312169312,0.362467866,0.362467866,1,0.192170819,7349.276052,13052631578,4526315790,3,0.42983871,9.07E+12,9.03E+12,40,0,5421052632,0.050938338,11342105264,0,337,404,499,-15.93446214,2,6.560846561,1240,20,1240,0.016129032,0.975806452,206.0354884,1,1.169312169,6
,0,1,0,0,24.48068561,1,5.409836066,0.141071429,0.141071429,1,0.39,2246.124116,37789473684,3157894737,0,0.068607069,6.39E+13,1.15E+13,17,0,52631580,0.687898089,31315789472,263157896,166,171,144,-1.301697631,1,7.885245902,481,157,481,0.326403326,0.523908524,1287.342291,1,1.213114754,11
,0,0,0,0,0,1,1,0.285714286,0.285714286,1,0.6,3.17805383,1.50E+12,-1,0,0.6,4.83E+12,2.65E+12,1,1,157894738,0.2,1.50E+12,3.29E+11,1,2,2,0,1,1,5,4,5,0.8,0.2,3.17805383,1,1,1
,0,0,0,0,0.19704691,1,1.369565217,0.261363636,0.261363636,1,0.35,205.1681995,89684210526,1947368421,0,1,5.74E+12,5.07E+12,7,0,631578946,0.138461538,80868421051,894736840,25,19,21,-0.401126707,1,1.413043478,65,31,65,0.476923077,0.323076923,154.8670374,1,1,1
,0,1,0,0,5.727591927,1,3.025,0.321243523,0.321243523,1,0.189655172,503.6479187,66631578948,18026315790,0,1,5.63E+12,7.10E+12,7,0,52631580,0.6,64947368422,210526316,46,34,51,-1.775371348,1,3.275,131,29,131,0.221374046,0.229007634,309.4293466,1,1.125,6
,0,0,0,0,0.698392922,1,1.795180723,0.270742358,0.270742358,1,0.214876033,645.4539206,84315789476,4605263158,0,0.19760479,1.08E+13,8.90E+12,16,0,2315789473,0.170731707,75526315790,0,56,59,52,-0.214422577,1,2.012048193,167,88,167,0.526946108,0.419161677,459.1817118,1,1,1
,1,0,0,0,2.658550569,1,2.775449102,0.086769759,0.086769759,1,0.364238411,6070.293259,10657894735,1789473684,3,0.262464722,9.16E+12,9.43E+12,103,0,2578947368,0.163690476,9157894736,0,347,347,369,-0.450697057,2,3.182634731,1063,91,1063,0.085606773,0.461900282,1688.857062,1,1.02994012,3
,0,0,0,0,0,1,1,0,0,1,0.5,1.791759469,9368421054,-1,0,1,1.01E+13,3.47E+12,3,1,36315789473,0,9368421054,2000000000,3,0,1,-1.098612289,1,1,4,2,4,0.5,0.25,1.098612289,1,1,1
,0,0,0,0,5.497604874,1,3,0.11627907,0.11627907,1,0.576923077,89.01369162,1.94E+11,2052631579,0,1,3.83E+12,9.82E+12,8,0,105263157,0.605263158,56421052632,473684212,6,12,20,-3.810539967,1,4.222222222,38,11,38,0.289473684,0.5,57.96535395,1,1.555555556,5
,0,0,1,0,0,1.5,1.5,0,0,1,0.333333333,0.693147181,2.30E+12,-1,0,0,9.88E+12,6.74E+13,1,1,3157894736,0,2.30E+12,2.17E+12,2,1,0,-0.693147181,1.5,1.5,3,1,3,0.333333333,1,0,1,1,1
,1,0,0,0,0.447447801,1,1.4625,0.179310345,0.179310345,1,0.446428571,447.5526256,1.24E+11,2684210527,0,0.277310924,1.27E+13,8.07E+12,8,0,2078947369,0.110169492,1.17E+11,263157896,36,35,48,-1.256754104,1,1.4875,119,92,119,0.773109244,0.100840336,410.7562504,1,1.1,6
,0,0,1,0.693147181,175.3029463,3,24.3045977,0.265721556,0.265721556,1,0.102562147,218522.0092,315789472,421052632,60,1,5.53E+12,5.89E+12,731,0,736842106,0.15971955,315789472,0,8981,9138,10161,-43.05542483,3,40.63218391,28280,19148,28280,0.67708628,0.156895332,221346.9773,1,1.691091954,36
,1,0,0,0,0,1,1,0,0,1,1,1.791759469,9684210526,2947368422,0,0,1.49E+12,7.58E+13,3,1,30736842106,0,4000000000,2947368422,0,0,4,-2.48490665,1,1,4,1,4,0.25,0,0,1,1,1
,0,0,0,0,10.19474493,1,4.875,0.316666667,0.316666667,1,0.384615385,110.3206397,1.57E+11,-1,0,1,6.28E+12,6.64E+12,9,0,52631580,0.731707317,1.57E+11,473684210,11,15,15,-0.366244395,1,5.125,41,3,41,0.073170732,0.365853659,30.34468913,1,1.75,7
,1,0,0,0.693147181,45.47273655,2,9.231912785,0.210582863,0.210582863,1,0.150486186,108132.8604,526315792,473684210,320,1,5.83E+12,5.11E+12,583,0,3263157894,0.09544406,526315790,0,4569,5019,5107,-17.18308618,3,14.56392468,14695,4804,14695,0.326913916,0.230282409,80962.92799,1,1.039643211,11
,0,0,1,0,0,1,1,0,0,0,0,0,-1,2947368420,0,1,9.58E+12,2.26E+12,4,1,105263159,0.5,2947368420,526315792,4,0,0,-2.48490665,2,2,4,3,4,0.75,0,1.791759469,1,1,1
,0,0,1,0,0,1,1,0,0,1,0.666666667,2.48490665,3.43E+12,1.21E+12,0,1,7.04E+12,6.60E+12,2,1,1421052632,0,2.18E+12,7578947368,1,2,2,0,1,1,5,2,5,0.4,0.8,1.386294361,1,1,1
,0,0,1,328.7993423,328.7993423,7.5,7.5,0.293310463,0.293310463,1,0.357142857,745.1488305,2.18E+11,631578946,0,1,5.59E+12,5.89E+12,49,1,157894736,0.432506887,631578948,315789472,114,119,179,-9.116418332,206,206,412,4,412,0.009708738,0.951456311,96.73681933,1,1,1
,0,0,0,0,0,1,1,0.333333333,0.333333333,0,0,1.791759469,4.34E+12,-1,0,1,6.36E+12,5.66E+12,2,1,210526315,0.25,4.34E+12,3.84E+12,1,1,2,0,1,1,4,2,4,0.5,0.25,1.098612289,1,1,1
,0,0,1,0,0.049510513,1,1.142857143,0.058823529,0.058823529,1,0.833333333,27.2061242,1.45E+12,6815789473,0,0.25,1.27E+13,6.73E+12,3,1,10026315789,0.0625,1.03E+12,4947368420,9,3,4,-1.617406082,1,1.142857143,16,5,16,0.3125,0.6875,12.79485881,1,1,1
,0,0,0,0,0.09430313,1,1.315789474,0.305555556,0.305555556,1,0.434782609,54.7847294,2.01E+11,7052631580,0,1,7.57E+12,3.74E+12,4,0,842105264,0.32,1.96E+11,578947368,10,8,7,-0.223143551,1,1.315789474,25,14,25,0.56,0.2,43.08151421,1,1.157894737,3
,0,0,0,0,0.077902586,1,1.217391304,0.064516129,0.064516129,1,0.5,67.88974314,3.79E+11,315789472,0,0.206896552,6.07E+13,6.94E+12,2,0,1052631578,0.172413793,3.60E+11,315789472,12,7,10,-0.606135804,1,1.260869565,29,3,29,0.103448276,0.172413793,25.13819027,1,1.043478261,2
,0,1,0,15.10441257,15.10441257,6,6,0,0,1,1,15.10441257,6.71E+11,82421052632,0,0,9.58E+12,6.77E+13,2,1,52631580,1,1.48E+11,14000000000,7,3,1,-2.1690537,11,11,11,1,11,0.090909091,1,0,1,1,1
,0,0,0,0,0,1,1,0.333333333,0.333333333,0,0,0,2.49E+12,-1,0,0.5,4.19E+13,1.27E+12,1,1,9763157894,0.5,2.49E+12,2.49E+12,2,0,0,-0.693147181,1,1,2,2,2,1,0,0,1,1,1
,0,0,1,0,0,1,1,0,0,1,0.666666667,6.579251212,2.17E+12,1736842106,0,0.285714286,5.83E+12,6.89E+13,2,1,52631578,0.714285714,1.76E+12,1736842106,2,4,1,-0.693147181,1,1.166666667,7,5,7,0.714285714,0.285714286,6.579251212,1,1,1
,0,0,0,0,0,1,1,0,0,1,1,0,-1,52631580,0,0.75257732,1.24E+11,1.35E+13,72,1,736842106,0.137323944,52631580,0,0,5,286,-290.2860213,18.5,20.78571429,291,1,291,0.003436426,1,0,1,1,1
,1,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,0,9.16E+12,6.49E+13,1,1,68578947368,0,,,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
,0,0,1,0,0.06301338,1,1.090909091,0.227272727,0.227272727,0,0,28.18695346,19578947369,-1,0,1,7.35E+12,3.68E+12,4,1,5342105263,0.0625,19578947369,3842105262,7,5,5,-0.15415068,1,1.545454545,17,2,17,0.117647059,0.588235294,11.29078141,1,1,1
,0,1,0,0,0,1,1.2,0.333333333,0.333333333,1,0.5,4.787491743,1.19E+12,-1,0,1,5.82E+12,6.17E+12,1,1,1078947369,0.333333333,1.19E+12,4.86E+11,2,3,1,-0.405465108,1,1.2,6,1,6,0.166666667,1,0,1,1,1
,0,0,0,0,21.51244787,1,5.769230769,0.272340426,0.272340426,1,0.341549296,1632.726408,27263157896,3631578947,0,1,6.54E+12,6.60E+12,11,0,105263156,0.621301775,25473684212,105263156,110,131,101,-2.042119665,1,6.576923077,342,158,342,0.461988304,0.380116959,1120.815692,1,1.288461538,15
,0,0,0,0,5.579854277,1,3.8,0.090909091,0.090909091,1,0.684210526,39.33988419,5.73E+11,-1,0,0,6.59E+13,1.02E+13,1,0,52631580,0.75,5.73E+11,1.66E+11,9,3,8,-1.568615918,1,4,20,11,20,0.55,0.45,28.73528128,1,1.4,3
,1,0,0,0,0,1,1,0,0,1,1,0,60631578948,-1,0,0,7.55E+13,1.75E+12,2,1,2078947370,0,60631578948,60631578948,2,0,0,-0.693147181,1,1,2,1,2,0.5,0,0,1,1,1
,0,0,1,0,0,1,1,0,0,0,0,0,-1,-1,0,1,1.00E+13,3.57E+12,1,1,16052631580,0,,,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1
,0,0,0,0,0,1,1,0.105263158,0.105263158,1,0.769230769,28.88010064,5.03E+11,20947368420,0,1,4.52E+12,7.39E+12,3,0,14210526316,0,3.59E+11,6210526316,3,8,6,-1.029619417,1,1,17,2,17,0.117647059,0.705882353,9.99149843,1,1,1
,0,0,1,0,31.68145691,2,9.292763158,0.090121786,0.090121786,1,0.459551326,21658.78223,2894736840,1421052632,5,0.533313504,7.49E+12,5.41E+12,237,0,421052632,0.262249615,2842105264,0,1147,1029,1186,-6.028054476,2,11.05921053,3362,1778,3362,0.528851874,0.109161214,17573.63068,1,1.263157895,8
,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,0,6.97E+13,7.61E+12,1,1,0,1,,,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1
,0,0,1,0,1.418348116,1,2.304347826,0.152284264,0.152284264,1,0.611940299,676.8189279,84210526316,2552631579,1,0.508982036,5.30E+12,6.99E+12,9,0,1499999999,0.148148148,63578947370,52631580,47,65,55,-1.439715112,1,2.420289855,167,110,167,0.658682635,0.269461078,553.4757378,1,1,1
,0,0,1,0,3.335292215,1,2.424242424,0.115942029,0.115942029,1,0.266666667,278.2646154,2.71E+11,631578948,0,1,5.87E+12,6.73E+12,22,0,7526315788,0.016666667,736842106,473684208,44,40,38,-0.217046201,1,3.696969697,122,23,122,0.18852459,0.024590164,111.9609133,1,1,1
,0,0,1,0.693147181,460.9317652,3,56.40340909,0.357751532,0.357751532,1,0.070021645,100547.323,631578946,736842104,3,1,5.97E+12,7.21E+12,379,0,52631580,0.658866995,631578946,0,4285,4272,4331,-0.223422091,3,73.22727273,12888,1781,12888,0.138190565,0.436685289,50116.71023,1,1.619318182,37
,0,0,1,0,0,1,1,0,0,1,1,1.791759469,2.10E+12,-1,0,1,6.39E+12,6.78E+12,1,1,3315789474,0.25,2.10E+12,42315789474,2,0,2,-0.693147181,1,1,4,4,4,1,0.25,1.791759469,1,1,1
,0,0,1,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,5.35E+12,8.29E+12,1,1,684210528,0,,,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
,0,0,0,0,0.612127445,1,1.363636364,0.052631579,0.052631579,1,0.928571429,31.71331398,1.47E+12,6578947368,1,0.055555556,1.08E+13,6.59E+13,4,0,105263160,0.529411765,7.81E+11,789473684,9,2,7,-2.282382386,1,1.636363636,18,6,18,0.333333333,0.277777778,23.74776841,1,1.272727273,4
,0,0,0,0,0,1,1.055555556,0,0,1,0.5,3.80666249,1.13E+12,1315789472,0,0.282608696,7.32E+13,3.99E+12,26,1,12368421052,0.096774194,1315789472,105263158,46,0,0,-46.48217216,2,2.555555556,46,1,46,0.02173913,0,0,1,1,1
,1,0,0,4.787491743,6.171872241,3,3.733333333,0.372413793,0.372413793,1,0.11627907,278.0981679,2.11E+11,105263158,0,0.021978022,9.30E+12,6.62E+13,7,0,4157894736,0.071428571,1.39E+11,52631578,25,39,27,-1.78420786,6,6.066666667,91,1,91,0.010989011,1,0,1,1,1
,0,0,1,0,0,1,1,0,0,1,1,0,1.01E+13,-1,0,0,7.17E+13,5.64E+12,1,1,789473685,0.5,1.01E+13,1.01E+13,1,0,1,0,1,1,2,2,2,1,0,0,1,1,1
,0,0,0,0,0,1,1,0,0,1,1,0.693147181,1.79E+12,3.42E+12,0,1,3.67E+12,9.98E+12,1,1,1578947368,0,2.61E+12,1.79E+12,0,1,2,-0.693147181,1,1,3,1,3,0.333333333,1,0,1,1,1
,0,0,0,0,0.11552453,1,1.555555556,0.375,0.375,1,0.142857143,70.56389179,2.53E+11,30210526316,0,1,5.98E+12,6.85E+12,4,0,368421052,0.275862069,2.12E+11,736842104,10,13,7,-0.868500068,1,1.666666667,30,16,30,0.533333333,0.366666667,52.97457256,1,1,1
,0,1,0,3.17805383,17.95506747,4,6.857142857,0,0,1,1,198.552774,1894736842,0,0,0.974358974,5.71E+12,4.57E+12,58,1,263157894,0.324675325,578947370,0,33,30,15,-3.826869467,5,11.14285714,78,2,78,0.025641026,0.012820513,4.343805422,1,1,1
,1,0,0,0,5.638040963,1,4.25,0.208333333,0.208333333,1,0.529411765,35.70229803,5.28E+11,2315789473,0,1,2.61E+12,1.00E+13,3,0,52631580,0.705882353,4.63E+11,631578948,4,3,12,-3.27336401,2,4.75,19,10,19,0.526315789,0.526315789,23.59361773,1,2.75,8
,0,0,0,0,0.514831103,1,1.592592593,0.409090909,0.409090909,1,0.36,157.0843543,1.18E+11,6315789476,0,1,9.76E+12,3.85E+12,9,0,1894736842,0.101123596,10500000000,736842106,54,34,3,-27.28400302,2,3.37037037,91,1,91,0.010989011,0,0,1,1.444444444,5
,0,0,0,0,4.857990091,1,3.555555556,0.222222222,0.222222222,1,0.4375,88.58082754,1.82E+11,-1,0,1,4.34E+12,6.64E+12,3,0,1578947368,0.057142857,1.82E+11,26105263158,15,2,18,-7.511126935,2,3.888888889,35,18,35,0.514285714,0.457142857,59.98840898,1,1.111111111,2
,0,0,1,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,0,3.90E+11,7.69E+13,1,1,44947368420,0,,,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1
,0,1,0,0,8.716436235,2,4.608173077,0.148121124,0.148121124,1,0.343382353,14762.56746,6894736844,2894736842,6,0.334047109,9.36E+12,8.50E+12,92,0,1157894736,0.148589065,6368421052,0,806,725,804,-2.772878364,2,5.612980769,2335,439,2335,0.188008565,0.413704497,7830.447553,1,1.319711538,18
,1,0,0,0,0.890079518,1,1.727272727,0.145833333,0.145833333,1,0.636363636,103.7413885,5.98E+11,8078947369,0,0.073170732,5.37E+13,1.26E+13,3,0,1473684212,0.097560976,3.46E+11,2684210526,14,7,20,-3.117392786,1,1.863636364,41,4,41,0.097560976,0.414634146,39.61574824,1,1.045454545,2
,0,0,0,0,0,2,2,0,0,0,0,0,52631578,-1,0,0,6.57E+13,8.87E+11,2,1,500000000,0.5,52631578,52631578,2,0,0,-0.693147181,2,2,2,1,2,0.5,1,0,1,1,1
,0,0,1,0,0,1,1.142857143,0.166666667,0.166666667,1,0.428571429,52.99296993,7.15E+11,12315789472,0,0.24,6.42E+13,8.82E+12,2,0,1473684210,0.16,3.12E+11,5684210526,6,8,11,-0.675128675,1,1.19047619,25,19,25,0.76,0.24,49.99723766,1,1,1
,1,0,0,0,0,1,1.285714286,0.307692308,0.307692308,1,0.333333333,10.6046029,9.71E+11,-1,0,1,5.98E+12,7.41E+12,1,1,8631578946,0,9.71E+11,1.15E+11,2,4,3,-0.287682072,1,1.285714286,9,8,9,0.888888889,0,10.6046029,1,1,1
,0,0,0,0,0,1,1,0.333333333,0.333333333,0,0,0,3.71E+12,-1,0,1,3.30E+12,1.03E+13,1,1,5605263157,0,3.71E+12,3.71E+12,0,1,1,0,1,1,2,2,2,1,0,0,1,1,1
,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,1,28157894737,81000000000,1,1,315789472,0,,,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1
,0,0,1,0,0,1,1,0,0,1,0.5,1.791759469,2.18E+12,-1,0,0.75,3.95E+12,6.99E+12,1,1,421052632,0.5,2.18E+12,9.13E+11,1,1,2,0,1,1,4,3,4,0.75,0.5,1.791759469,1,1,1
,0,0,0,0,0,1,1,0.142857143,0.142857143,1,0.5,4.787491743,3.72E+12,-1,0,0.333333333,3.63E+13,6.15E+12,1,1,5105263158,0.333333333,3.72E+12,1.42E+12,1,3,2,-0.405465108,1,1,6,4,6,0.666666667,0.166666667,4.094344562,1,1,1
,0,0,0,0,0,1,1,0.333333333,0.333333333,0,0,0,6.67E+12,-1,0,1,7.53E+12,4.82E+12,1,1,1736842105,0.5,6.67E+12,6.67E+12,1,0,1,0,1,1,2,2,2,1,0,0,1,1,1
,0,0,0,0,1.311652311,2,2.47826087,0.074626866,0.074626866,1,0.790697674,187.4815519,2.65E+11,5500000002,0,0.774193548,5.66E+12,4.66E+12,5,0,368421052,0.338709677,1.25E+11,0,24,20,18,-0.419896809,2,2.695652174,62,18,62,0.290322581,0.032258065,98.11796503,1,1,1
,0,0,1,0,0,1,1,0,0,1,0.5,0,-1,-1,0,0,4.11E+13,3.62E+13,1,1,552631579,0.5,,,1,1,0,0,1,1,2,1,2,0.5,1,0,1,1,1
,0,0,1,0,8.823250834,1,3.928571429,0.226666667,0.226666667,1,0.277777778,174.6040889,1.48E+11,14578947368,0,1,5.89E+12,6.65E+12,4,0,52631578,0.775862069,1.43E+11,3421052632,18,16,24,-0.836649877,1,4.142857143,58,25,58,0.431034483,0.24137931,141.7837944,1,1.571428571,9
,0,0,1,0,0.105397616,1,1.235294118,0.166666667,0.166666667,1,0.380952381,51.60667557,6.17E+11,2157894736,0,0,5.81E+12,6.82E+13,5,1,1131578946,0.166666667,2.94E+11,1684210528,4,7,14,-2.883403089,1,1.470588235,25,10,25,0.4,0.56,31.53941836,1,1.176470588,4
,0,0,1,0.34657359,0.34657359,2,2,0.5,0.5,0,0,1.791759469,1.74E+12,-1,0,1,7.24E+12,6.40E+12,1,1,105263158,0.75,1.74E+12,1.54E+12,2,1,1,0,2,2,4,3,4,0.75,0.25,1.791759469,1,1,1
,0,0,1,0,10.60415254,1,3.682926829,0.1,0.1,1,0.652173913,694.7363157,1.02E+11,6657894738,0,0.105263158,1.35E+13,1.11E+13,8,0,52631580,0.615384615,96526315790,368421052,58,52,61,-0.368629787,1,4.170731707,171,81,171,0.473684211,0.292397661,536.8987406,1,1.146341463,7
,0,0,1,0,0,1,1,0,0,1,1,0,-1,-1,0,0,6.39E+13,1.34E+13,1,1,52631580,1,,,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1
,1,0,0,0,0.127982819,1,1.214285714,0.37037037,0.37037037,1,0.466666667,29.97871293,2.96E+11,1236842105,0,1,4.19E+12,4.35E+12,4,0,8473684208,0,2.47E+11,894736840,5,7,5,-0.15415068,1,1.214285714,17,1,17,0.058823529,1,0,1,1,1
