outcome,payment_account_prefix_same_as_address_prefix,payment_account_infrequent_account,payment_account_rare_account,bids_per_auction_per_ip_entropy_median,bids_per_auction_per_ip_entropy_mean,ips_per_bidder_per_auction_median,ips_per_bidder_per_auction_mean,only_one_user,ip_only_one_user_counts,on_ip_that_has_a_bot,on_ip_that_has_a_bot_mean,ip_entropy,dt_change_ip_median,dt_same_ip_median,num_first_bid,short,t_until_end_median,t_since_start_median,max_bids_in_hour72,sleep,dt_others_median,f_dt_others_lt_cutoff,dt_self_median,dt_self_min,monday,tuesday,wednesday,balance,s_monday,s_tuesday,s_wednesday,f_monday,f_tuesday,f_wednesday,bids_per_auction_median,bids_per_auction_mean,n_bids,n_urls,n_bids_url,f_urls,vasstdc27m7nks3,ya0vpnuq1shnign,url_entropy,countries_per_bidder_per_auction_median,countries_per_bidder_per_auction_mean,countries_per_bidder_per_auction_max,auto parts,books and music,clothing,computers,furniture,home goods,jewelry,mobile,office equipment,sporting goods
,0,0,0,0,2.539378913,1,2.871794872,0.175487465,0.175487465,1,0.387295082,3143.590054,21578947368,6631578948,0,0.466216216,8.28E+12,8.37E+12,33,0,947368420,0.208547009,20631578947,0,185,200,207,-0.641311498,0.893719807,0.966183575,1,0.3125,0.337837838,0.349662162,1,3.035897436,592,99,592,0.16722973,0.268581081,0,1766.259754,1,1.112820513,7,0,0,0,1,0,0,0,0,0,0
,0,0,1,0,0.34657359,1,1.25,0,0,1,0.75,11.52089363,2.91E+12,2736842104,0,0.636363636,9.44E+12,2.16E+12,5,1,52631580,0.727272727,11421052632,315789472,7,4,0,-3.555348061,1,0.571428571,0,0.636363636,0.363636364,0,2,2.75,11,5,11,0.454545455,0,0,10.31692083,1,1,1,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,1,1,0,0,1,0.666666667,1.791759469,3.32E+12,47631578948,0,0.25,1.32E+13,3.79E+13,1,1,33605263158,0,1.68E+12,47631578948,3,0,1,-1.098612289,1,0,0.333333333,0.75,0,0.25,1,1,4,4,4,1,0.25,0,1.791759469,1,1,1,0,0,0,0,0,0,0,0,0,1
,0,1,0,0,0.618478054,1,1.928571429,0.289473684,0.289473684,1,0.48,61.26170176,3.30E+11,22894736844,0,0.888888889,3.57E+12,6.46E+12,2,1,6157894736,0.037037037,3.02E+11,8789473684,5,6,16,-3.633120621,0.3125,0.375,1,0.185185185,0.222222222,0.592592593,1,1.928571429,27,1,27,0.037037037,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,11.20799175,1,4.894736842,0.02962963,0.02962963,1,0.774193548,439.8123232,53894736844,4052631580,0,1,5.88E+12,2.70E+12,9,0,368421052,0.282442748,37078947369,210526316,65,33,33,-7.283896974,1,0.507692308,0.507692308,0.496183206,0.251908397,0.251908397,1,6.894736842,131,8,131,0.061068702,0.923664122,0,47.62729018,1,1.684210526,8,0,0,0,0,0,0,1,0,0,0
,0,0,1,0,0.645200168,1.5,2,0,0,1,0.909090909,19.9872145,9.38E+11,-1,0,0.769230769,5.03E+12,7.89E+12,2,1,157894738,0.384615385,9.38E+11,35105263156,3,5,5,-0.223143551,0.6,1,1,0.230769231,0.384615385,0.384615385,1.5,2.166666667,13,3,13,0.230769231,0,0,9.382611593,1,1,1,0,0,0,0,0,0,0,0,1,0
,1,0,0,0,3.753596643,1,2.517241379,0.150943396,0.150943396,1,0.789473684,300.8352541,40263157896,473684210,0,1,1.51E+12,3.65E+12,9,0,1368421054,0.107142857,37473684210,105263156,14,26,50,-10.95598085,0.28,0.52,1,0.155555556,0.288888889,0.555555556,1,3.103448276,90,1,90,0.011111111,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,1,0,16.42024852,2,6.922705314,0.271382339,0.271382339,1,0.066363636,9235.971011,8736842107,4131578948,19,0.230964467,6.37E+13,7.61E+12,56,0,7842105262,0.034927866,8473684210,0,467,559,550,-4.98691101,0.835420394,1,0.983899821,0.296319797,0.354695431,0.348984772,2,7.61352657,1576,422,1576,0.267766497,0.269035533,0,6086.633391,1,1.053140097,3,0,0,0,0,0,1,0,0,0,0
,1,0,0,0,0,1,1,0.5,0.5,0,0,0,-1,3078947368,0,0,6.96E+13,4.95E+12,2,1,36789473684,0,3078947368,2368421052,0,3,0,-1.791759469,0,1,0,0,1,0,1,1,3,1,3,0.333333333,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0.446219656,1,1.862745098,0.285714286,0.285714286,1,0.367088608,350.9863382,1.75E+11,3500000001,1,0.06,6.39E+13,1.15E+13,7,0,684210526,0.145833333,1.02E+11,105263160,30,26,44,-2.547447682,0.681818182,0.590909091,1,0.3,0.26,0.44,2,1.960784314,100,77,100,0.77,0.15,0,330.7649304,1,1.37254902,6,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,1,1.166666667,0,0,1,0.857142857,6.579251212,2.16E+12,-1,0,1,2.92E+12,6.02E+12,2,1,2684210524,0,2.16E+12,4.70E+11,3,1,3,-0.405465108,1,0.333333333,1,0.428571429,0.142857143,0.428571429,1,1.166666667,7,4,7,0.571428571,0.428571429,0,5.886104031,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,5.138540892,2,4.027777778,0.085365854,0.085365854,1,0.817518248,599.3163234,72526315789,-1,0,0.953333333,1.75E+12,1.95E+12,7,0,2894736840,0.11409396,72526315789,1210526316,60,32,58,-5.209123442,1,0.533333333,0.966666667,0.4,0.213333333,0.386666667,2,4.166666667,150,114,150,0.76,0.246666667,0,504.289776,1,1.027777778,2,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,5.40E+12,4.90E+12,1,1,736842106,0,,,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,1,0,0,1,1,0,0,0,0,0,-1,-1,0,1,8.11E+12,5.53E+12,1,1,421052632,0,,,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
,1,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,1,9.53E+12,3.62E+12,1,1,5421052630,0,,,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,0,7.72E+13,45684210526,1,1,1789473684,0,,,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0.22508769,1,1.526315789,0.326086957,0.326086957,1,0.214285714,74.65823635,2.99E+11,3947368422,0,1,5.88E+12,5.49E+12,5,0,947368420,0.064516129,2.66E+11,578947370,12,10,9,-0.182321557,1,0.833333333,0.75,0.387096774,0.322580645,0.290322581,1,1.631578947,31,16,31,0.516129032,0.258064516,0,61.34558325,1,1.368421053,3,0,0,0,0,0,0,0,0,0,1
,0,0,1,0,0,1,1,0,0,1,1,0,-1,-1,0,0,3.91E+11,6.42E+13,1,1,1263157894,0,,,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,1,0,0,1,1,0.5,0.5,0,0,0,-1,2868421053,0,0,6.82E+13,9.11E+12,15,1,368421052,0.210526316,2868421053,368421052,0,18,21,-14.11909255,0,0.857142857,1,0,0.461538462,0.538461538,3,3.545454545,39,4,39,0.102564103,0,0,32.39683853,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,0,,,,,,,0,0,,-1,-1,0,,,,,0,,,,,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0.863808385,1.5,2.272727273,0.25974026,0.25974026,1,0.382352941,150.5738232,42473684210,4631578948,0,1,1.11E+13,2.48E+12,6,0,1052631578,0.109090909,17657894737,368421054,57,0,0,-58.37619585,1,0,0,1,0,0,2,2.590909091,57,6,57,0.105263158,0,0,23.87503019,1,1.045454545,2,0,0,0,0,0,0,1,0,0,0
,0,1,0,0,0,1,1,0,0,0,0,0,-1,-1,0,0,6.89E+13,8.37E+12,1,1,2842105262,0,,,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
,0,0,1,,,,,,,0,0,,-1,-1,0,,,,,0,,,,,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,1.5,1.5,0,0,1,1,0.693147181,1.19E+11,-1,0,0,9.92E+12,5.92E+13,1,1,14684210528,0,1.19E+11,1.19E+11,2,0,1,-0.693147181,1,0,0.5,0.666666667,0,0.333333333,1.5,1.5,3,1,3,0.333333333,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,1,2.32E+12,1.13E+13,1,1,210526316,0,,,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,0,5.55E+13,1.11E+13,1,1,1842105264,0,,,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
,0,0,1,0,0,1,1.333333333,0.2,0.2,1,0.5,8.525161361,4.88E+12,6315789474,0,0.5,8.44E+12,1.09E+13,2,1,868421053,0.125,8.47E+11,210526316,4,0,4,-2.079441542,1,0,1,0.5,0,0.5,1,1.333333333,8,5,8,0.625,0.5,0,6.733401892,1,1,1,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,1,1,0,0,0,0,0.693147181,2.10E+12,-1,0,1,4.21E+12,9.33E+12,1,1,52631578,0.666666667,2.10E+12,29631578948,0,1,2,-0.693147181,0,0.5,1,0,0.333333333,0.666666667,1,1,3,1,3,0.333333333,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
,1,0,0,0,17.56963688,2,4.848484848,0.150141643,0.150141643,1,0.55,1064.51736,49105263160,631578946,0,0.406666667,5.10E+12,6.11E+12,15,0,4078947369,0.028,39868421054,52631578,101,109,90,-0.911305187,0.926605505,1,0.825688073,0.336666667,0.363333333,0.3,2,9.090909091,300,2,300,0.006666667,0.996666667,0,5.700443573,1,1,1,0,0,0,0,0,0,0,1,0,0
,1,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,1,7.97E+12,5.32E+12,1,1,4.65E+11,0,,,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,33.63832101,2,9.047619048,0.261068702,0.261068702,1,0.21743295,8782.569437,8736842107,2763157895,3,0.407024793,1.09E+13,7.82E+12,47,0,894736844,0.170337739,8552631579,0,609,366,477,-30.64708604,1,0.600985222,0.783251232,0.419421488,0.252066116,0.328512397,2,11.52380952,1452,832,1452,0.573002755,0.183195592,0,7529.758905,1,1.301587302,13,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,1,1.01E+13,3.51E+12,1,1,157894736,0,,,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,1,0,0,0,0,1,1,0,0,1,1,11.08644099,4.60E+11,31052631580,2,0.980544747,6.10E+12,4.85E+12,11,0,36526315790,0.011428571,32368421052,315789474,97,89,71,-2.100172789,1,0.917525773,0.731958763,0.377431907,0.346303502,0.276264591,1,16.0625,257,58,257,0.225680934,0.696498054,0,402.7164796,1,1,1,0,0,0,0,0,0,0,0,1,0
,0,0,1,0,54.21881805,1,7.92173913,0.19216182,0.19216182,1,0.292004635,7475.563804,13210526316,3368421054,0,0.036776213,1.07E+13,6.51E+13,39,0,52631578,0.813479624,12447368420,0,457,408,413,-1.685729734,1,0.892778993,0.903719912,0.357589984,0.319248826,0.323161189,1,11.11304348,1278,467,1278,0.36541471,0.219874804,0,5769.311194,1,1.243478261,21,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,41.63270032,2,11.95348837,0.29676259,0.29676259,1,0.12033195,6792.791874,6947368422,1526315788,1,0.546462063,9.80E+12,9.09E+12,39,0,578947370,0.188495575,6736842106,0,325,241,607,-90.14786774,0.535420099,0.397034596,1,0.277067349,0.205456095,0.517476556,2.5,13.63953488,1173,392,1173,0.334185848,0.21312873,0,5088.230968,1,1.058139535,3,0,0,0,0,0,0,0,1,0,0
,1,0,0,0,0,2,2,0,0,1,1,0,3.92E+12,-1,0,1,2.71E+12,1.04E+13,1,1,8052631580,0,3.92E+12,3.92E+12,0,1,1,0,0,1,1,0,0.5,0.5,2,2,2,1,2,0.5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
,0,0,0,3.496507561,4.449824148,2,1.692307692,0,0,1,1,91.52869779,210526316,157894738,0,0.119873817,6.37E+13,1.32E+13,88,1,6789473684,0.046511628,157894738,0,0,0,317,-342.3059891,0,0,1,0,0,1,33,24.38461538,317,2,317,0.006309148,0.009463722,0,16.56456066,1,1,1,0,0,0,0,0,0,0,0,0,1
,0,0,1,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,8.89E+11,1.27E+13,1,1,1052631578,0,,,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,1,0,0,0,0,1.5,1.5,0.25,0.25,0,0,0.693147181,2.98E+12,-1,0,1,2.20E+12,6.41E+12,1,1,157894736,0.333333333,2.98E+12,1.13E+12,0,2,1,-0.693147181,0,1,0.5,0,0.666666667,0.333333333,1.5,1.5,3,3,3,1,0.333333333,0,0.693147181,1.5,1.5,2,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,1,1,0.285714286,0.285714286,1,0.2,3.17805383,2.26E+12,-1,0,0.2,1.05E+13,1.28E+13,1,1,631578948,0.2,2.26E+12,2.22E+12,1,3,1,-0.405465108,0.333333333,1,0.333333333,0.2,0.6,0.2,1,1,5,2,5,0.4,0,0,1.386294361,1,1,1,0,0,0,0,0,0,0,0,0,1
,0,0,1,0,1.48168312,1,2.298507463,0.253932584,0.253932584,1,0.351145038,1554.024732,23500000000,1789473684,0,1,5.20E+12,5.29E+12,17,0,631578946,0.209230769,21263157894,52631578,114,99,119,-0.986103491,0.957983193,0.831932773,1,0.343373494,0.298192771,0.358433735,1,2.47761194,332,112,332,0.337349398,0.277108434,0,1099.46851,1,1.097014925,5,0,0,0,0,0,0,1,0,0,0
,0,1,0,0,0.978938009,1,1.711111111,0.199029126,0.199029126,1,0.45,670.5899787,46315789472,2631578948,1,1,4.81E+12,6.63E+12,16,0,868421052,0.154320988,44105263158,52631578,50,48,67,-1.906288369,0.746268657,0.71641791,1,0.303030303,0.290909091,0.406060606,1,1.833333333,165,87,165,0.527272727,0.224242424,0,553.4461315,1,1.111111111,6,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,3.627125184,1,3,0.055837563,0.055837563,1,0.405797101,1091.90254,19263157894,2052631578,0,0.041666667,6.94E+13,7.00E+12,38,0,52631580,0.737771739,3368421054,0,232,275,237,-2.190035352,0.843636364,1,0.861818182,0.311827957,0.369623656,0.318548387,1,13.28571429,744,101,744,0.135752688,0.049731183,0,1281.348247,1,1.928571429,9,0,0,0,0,0,1,0,0,0,0
,0,1,0,0,0.211870255,1,1.266666667,0.086956522,0.086956522,1,0.090909091,36.67265598,3.71E+11,7368421052,1,0.285714286,7.35E+12,6.80E+13,5,1,5421052632,0.210526316,1.25E+11,578947368,10,7,4,-1.232143681,1,0.7,0.4,0.476190476,0.333333333,0.19047619,1,1.4,21,2,21,0.095238095,0,0,5.940171253,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,1,0,0.607612158,2,2.065217391,0.344370861,0.344370861,1,0.20212766,354.5390855,88263157895,1947368420,1,1,5.47E+12,6.25E+12,5,0,1210526314,0.092783505,85210526316,263157894,37,34,28,-0.637782081,1,0.918918919,0.756756757,0.373737374,0.343434343,0.282828283,2,2.152173913,99,2,99,0.02020202,0.050505051,0,19.64314449,1,1.086956522,3,0,0,0,0,1,0,0,0,0,0
,0,0,1,0,5.876525138,1,3.02,0.153191489,0.153191489,1,0.398373984,709.3861021,87499999999,49947368422,2,0.206030151,9.51E+12,1.00E+13,8,0,526315788,0.177664975,84421052632,421052632,77,70,52,-2.563403738,1,0.909090909,0.675324675,0.386934673,0.351758794,0.261306533,1,3.98,199,56,199,0.281407035,0.40201005,0,430.644221,1,1.06,2,0,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,1,1,0,0,1,1,0,-1,-1,0,1,9.84E+12,3.80E+12,1,1,0,1,,,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,0,0.693147181,0.693147181,3,3,0,0,1,0.666666667,0.693147181,1.65E+12,-1,0,0,6.74E+13,9.89E+12,1,1,52631580,1,1.65E+12,2.33E+11,0,0,3,-1.791759469,0,0,1,0,0,1,3,3,3,2,3,0.666666667,0.666666667,0,0.693147181,3,3,3,0,1,0,0,0,0,0,0,0,0
,0,0,1,0,14.56020257,1,4.424242424,0.255605381,0.255605381,1,0.390070922,678.1808308,54000000000,6052631579,0,1,5.15E+12,8.22E+12,7,0,52631580,0.65060241,50263157894,421052630,44,57,65,-2.048018273,0.676923077,0.876923077,1,0.265060241,0.343373494,0.391566265,1,5.03030303,166,92,166,0.554216867,0.337349398,0,502.868669,1,1.454545455,16,0,0,0,0,0,0,0,1,0,0
,1,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,0,7.02E+13,7.11E+12,1,1,157894738,0,,,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,0,1,0,0,1,1,0,0,1,1,0,-1,157894736,0,0.858381503,7.08E+12,6.31E+12,357,0,473684210,0.159120592,157894736,0,2750,1508,1970,-187.8470293,1,0.548363636,0.716363636,0.441554271,0.242132306,0.316313423,56,207.6,6228,1,6228,0.000160565,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
,0,0,1,0,0,1,1,0,0,0,0,0,-1,-1,0,0,5.64E+13,1.02E+13,1,1,368421054,0,,,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,0,1,0.34657359,20.77413657,2.5,6.611111111,0.165644172,0.165644172,1,0.572769953,1231.027675,50921052630,18210526316,1,0.338235294,8.57E+12,9.69E+12,13,0,52631580,0.660516605,49684210526,210526316,83,101,88,-0.932185074,0.821782178,1,0.871287129,0.305147059,0.371323529,0.323529412,2.5,7.555555556,272,92,272,0.338235294,0.117647059,0,852.4329738,1,1.166666667,7,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,1,9.17E+12,6.77E+11,1,1,0,1,,,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
,0,0,1,0,0,1,1,0,0,1,1,0,-1,-1,0,0.5,3.75E+13,5.75E+12,1,1,184210526,0.5,,,1,0,1,0,1,0,1,0.5,0,0.5,1,1,2,2,2,1,0.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,29.59641183,2,8.996212121,0.289869865,0.289869865,1,0.174603175,18449.14635,1894736844,1315789472,6,1,5.28E+12,5.02E+12,224,0,684210524,0.290714812,1894736842,0,1014,849,920,-7.359611445,1,0.837278107,0.90729783,0.364355013,0.305066475,0.330578512,2,10.54166667,2783,188,2783,0.067553,0.223859145,0,9371.095014,1,1.208333333,13,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,1.5,1.5,0,0,1,1,0.693147181,8.19E+11,-1,0,0,7.13E+13,2.25E+12,2,1,3157894736,0.5,8.19E+11,0,3,0,0,-1.791759469,1,0,0,1,0,0,1.5,1.5,3,2,3,0.666666667,0.333333333,0,0.693147181,1,1,1,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,1.353513648,2,2.434782609,0.351648352,0.351648352,1,0.277777778,179.7631442,63842105264,28947368420,0,1,9.39E+12,2.30E+12,8,0,263157896,0.355932203,62105263159,1315789476,40,8,11,-14.41643335,1,0.2,0.275,0.677966102,0.13559322,0.186440678,2,2.565217391,59,41,59,0.694915254,0.288135593,0,149.7844313,1,1.043478261,2,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,1,1,0,0,0,0,0,-1,52631580,0,1,5.02E+12,4.65E+12,241,1,421052632,0.232698094,52631580,0,563,822,244,-165.8305608,0.684914842,1,0.296836983,0.345610804,0.504604052,0.149785144,38,60.33333333,1629,1,1629,0.000613874,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
,0,0,1,0,0,1,1,0.375,0.375,1,0.2,3.17805383,3.37E+11,-1,0,1,7.06E+12,5.16E+12,1,1,5631578948,0,3.37E+11,1.13E+11,0,3,2,-1.098612289,0,1,0.666666667,0,0.6,0.4,1,1,5,2,5,0.4,0.2,0,1.386294361,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,0,0,0,1.966643787,2,2.733333333,0.186915888,0.186915888,1,0.64516129,289.7704964,1.39E+11,4315789474,0,0.551724138,4.89E+12,9.13E+12,6,0,578947370,0.317647059,88842105262,315789474,28,29,30,-0.033901552,0.933333333,0.966666667,1,0.32183908,0.333333333,0.344827586,2,2.9,87,8,87,0.091954023,0.413793103,0,106.702118,1,1,1,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,1,1,0,0,1,0.5,0,1.50E+12,-1,0,0,6.04E+13,8.62E+12,1,1,4052631580,0,1.50E+12,1.50E+12,0,1,1,0,0,1,1,0,0.5,0.5,1,1,2,2,2,1,0.5,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,0,1,0,0,1,1,0.333333333,0.333333333,0,0,0,8.45E+11,-1,0,1,1.23E+12,4.54E+11,1,1,315789474,0,8.45E+11,8.45E+11,0,0,2,-0.693147181,0,0,1,0,0,1,1,1,2,1,2,0.5,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,1,0,2.555988342,1,2.333333333,0.138888889,0.138888889,1,0.52173913,69.87074461,6.29E+11,3789473684,0,0.096774194,6.79E+13,7.44E+12,5,0,78947369,0.566666667,2.49E+11,526315792,4,14,13,-3.210305874,0.285714286,1,0.928571429,0.129032258,0.451612903,0.419354839,1,2.583333333,31,14,31,0.451612903,0.290322581,0,60.87557962,1,1.333333333,5,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,0,4.44E+12,7.29E+13,1,1,52631580,1,,,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,1.097196722,1,2,0.111888112,0.111888112,1,0.408602151,1060.299068,33631578948,3157894736,0,0.334645669,9.10E+12,9.15E+12,61,0,473684210,0.298804781,25000000000,52631578,92,88,74,-1.065242584,1,0.956521739,0.804347826,0.362204724,0.346456693,0.291338583,1,2.330275229,254,55,254,0.216535433,0.488188976,0,487.5023757,1,1.04587156,3,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0.576144284,1.5,1.9375,0.058823529,0.058823529,1,0.923076923,76.70592919,2.35E+11,1605263158,0,1,6.25E+12,4.13E+12,3,0,2684210526,0.225806452,2.08E+11,1210526316,14,8,10,-0.791208394,1,0.571428571,0.714285714,0.4375,0.25,0.3125,2,2,32,3,32,0.09375,0.875,0,12.84153775,1,1,1,0,0,0,0,0,0,1,0,0,0
,1,0,0,0,59.21045415,2,12.69230769,0.049418605,0.049418605,1,0.506578947,1000.581014,54184210526,20789473684,2,0.373088685,9.23E+12,7.07E+12,23,0,52631580,0.6,42947368420,157894736,91,112,124,-2.592081735,0.733870968,0.903225806,1,0.278287462,0.342507645,0.379204893,2,25.15384615,327,112,327,0.342507645,0.455657492,0,942.5894784,1,1.307692308,5,0,0,0,0,0,0,0,1,0,0
,0,0,1,0,0,1,1,0,0,1,0.5,0,4.41E+12,-1,0,1,3.19E+12,9.45E+12,1,1,578947367,0,4.41E+12,4.41E+12,0,1,1,0,0,1,1,0,0.5,0.5,1,1,2,1,2,0.5,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,1,1,0,0,1,1,0,-1,-1,0,1,9.40E+12,4.24E+12,1,1,52631580,1,,,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
,1,0,0,0,0,1,1,0.5,0.5,0,0,0,-1,-1,0,1,4.40E+12,9.21E+12,1,1,91842105262,0,,,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
,0,0,1,0.693147181,0.693147181,3,3,0.25,0.25,1,0.666666667,0.693147181,48368421052,-1,0,0,7.08E+13,6.54E+12,2,1,0,0.666666667,48368421052,19894736840,0,3,0,-1.791759469,0,1,0,0,1,0,3,3,3,2,3,0.666666667,0,0,0.693147181,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,1,0,0,0.397256729,1,1.5,0.142857143,0.142857143,1,0.4,26.92582224,1.07E+12,1921052631,0,1,5.50E+12,1.62E+12,4,0,2631578948,0.384615385,1.39E+11,631578948,2,13,3,-5.299316867,0.153846154,1,0.230769231,0.111111111,0.722222222,0.166666667,1,2.25,18,10,18,0.555555556,0.333333333,0,26.92582224,1,1.5,5,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,1,1.1,0.172413793,0.172413793,1,0.5,50.91352839,2.57E+11,23105263157,0,0.416666667,5.56E+12,1.06E+13,3,1,1289473684,0.166666667,1.75E+11,52631578,6,10,8,-0.47445798,0.6,1,0.8,0.25,0.416666667,0.333333333,1,1.2,24,18,24,0.75,0.125,0,50.22038121,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,0,1,0,0,1,1.142857143,0.2,0.2,1,0.75,8.525161361,1.78E+12,-1,0,1,5.81E+12,2.88E+12,1,1,315789473,0.25,1.78E+12,2.40E+11,3,3,2,0,1,1,0.666666667,0.375,0.375,0.25,1,1.142857143,8,7,8,0.875,0,0,8.525161361,1,1,1,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,1,1,0.5,0.5,0,0,0,2.80E+12,-1,0,1,3.62E+12,1.00E+13,1,1,10026315790,0,2.80E+12,2.80E+12,0,1,1,0,0,1,1,0,0.5,0.5,1,1,2,1,2,0.5,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
,0,0,1,0,0,1,1,0,0,1,1,0,-1,-1,0,0,6.41E+13,1.00E+13,1,1,1578947368,0,,,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
,0,0,1,0,0.216608494,1,1.6875,0.205882353,0.205882353,1,0.24,61.26170176,3.16E+11,894736842,0,1,7.10E+12,5.08E+12,3,0,684210526,0.222222222,3.03E+11,894736842,11,9,7,-0.423814247,1,0.818181818,0.636363636,0.407407407,0.333333333,0.259259259,1,1.6875,27,14,27,0.518518519,0.37037037,0,47.07357992,1,1.375,3,0,0,0,0,0,0,0,1,0,0
